TMEM176A	membrane	['Membrane', 'Integral component of membrane', 'Intrinsic component of membrane', 'Membrane part']
SLC7A2	membrane	['Plasma membrane', 'Plasma membrane', 'Integral component of plasma membrane', 'Membrane', 'Membrane', 'Membrane', 'Integral component of membrane', 'Cell junction', 'Intrinsic component of membrane', 'Intrinsic component of plasma membrane']
CCL18	extracellular	['Extracellular region', 'Extracellular space', 'Extracellular region part']
HSPB6	nucleus	['Extracellular region', 'Nucleus', 'Cytoplasm', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part']
PDK4	mitochondria	['Cytoplasm', 'Mitochondrion', 'Mitochondrial envelope', 'Mitochondrial inner membrane', 'Membrane', 'Organelle inner membrane', 'Organelle membrane', 'Mitochondrial membrane', 'Organelle envelope', 'GO:0031975']
CCL26	extracellular	['Extracellular region', 'Extracellular space', 'Extracellular region part']
USH1C	cytoskeleton	['Photoreceptor outer segment', 'Photoreceptor inner segment', 'Cytoskeleton', 'Plasma membrane', 'Cilium', 'Membrane', 'Stereocilium', 'Stereocilium bundle', 'Cell projection', 'Organelle']
RALA	cytoskeleton	['Extracellular region', 'Plasma membrane', 'Adherens junction', 'cell-substrate adherens junction', 'Focal adhesion', 'Cell surface', 'Cell surface', 'Membrane', 'Cell junction', 'cell-substrate junction']
BAIAP2L1	extracellular	['Extracellular region', 'Cytoplasm', 'Cytosol', 'Vesicle', 'Organelle', 'membrane-bounded organelle', 'Extracellular organelle', 'Extracellular region part', 'Intracellular part', 'Cytoplasmic part']
CACNG3	protein complex	['Cytoplasm', 'Plasma membrane', 'Plasma membrane', 'Integral component of plasma membrane', 'Ionotropic glutamate receptor complex', 'Vesicle membrane', 'Membrane', 'Membrane', 'Integral component of membrane', 'Endocytic vesicle']
TMEM132A	endomembrane	['Golgi membrane', 'Cytoplasm', 'Cytoplasm', 'Endoplasmic reticulum', 'Endoplasmic reticulum', 'Endoplasmic reticulum membrane', 'Golgi apparatus', 'Golgi apparatus', 'Endomembrane system', 'Endomembrane system']
DVL2	nucleus	['Nucleus', 'Nucleus', 'Nucleoplasm', 'Nucleoplasm', 'Cytoplasm', 'Cytoplasm', 'Inclusion body', 'Aggresome', 'Nuclear body', 'Coated vesicle']
RPAP3	protein complex	['Macromolecular complex', 'Protein complex', 'R2TP complex']
IFRD1	nucleus	['Nucleus', 'Cytoplasm', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part']
SKAP2	intracellular	['Cytoplasm', 'Intracellular part']
KIAA0100	extracellular	['Extracellular region']
PRSS21	membrane	['Extracellular region', 'Cytoplasm', 'Plasma membrane', 'Membrane', 'Membrane', 'Intracellular part', 'Cell periphery']
HOXA11	nucleus	['Nucleus', 'Nucleoplasm', 'GO:0005667', 'membrane-enclosed lumen', 'Nuclear lumen', 'Macromolecular complex', 'protein-DNA complex', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle']
CX3CL1	extracellular	['Extracellular region', 'Extracellular space', 'Extracellular region part']
COPZ2	endomembrane	['Golgi membrane', 'Cytoplasm', 'Endoplasmic reticulum', 'Endoplasmic reticulum membrane', 'Golgi apparatus', 'Cytosol', 'Endomembrane system', 'Membrane', 'Transport vesicle', 'Organelle membrane']
TRAPPC6A	golgi	['Golgi membrane', 'Cytoplasm', 'Golgi apparatus', 'Endomembrane system', 'Membrane', 'Organelle membrane', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle']
SPATA20	extracellular	['Extracellular region']
CEACAM7	membrane	['Extracellular region', 'Plasma membrane', 'Membrane', 'Membrane', 'Integral component of membrane', 'Intrinsic component of membrane', 'Membrane part', 'Cell periphery']
RHBDD2	golgi	['Golgi membrane', 'Cytoplasm', 'Golgi apparatus', 'Endomembrane system', 'Membrane', 'Organelle membrane', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle']
TSR3	cytoplasm	['Cytoplasm', 'Cytosol', 'Intracellular part', 'Cytoplasmic part']
OSBPL7	ER	['Cytoplasm', 'Vacuole', 'Autophagosome', 'Endoplasmic reticulum', 'Cytosol', 'Plasma membrane', 'Endomembrane system', 'Membrane', 'Organelle', 'membrane-bounded organelle']
NDUFAB1	mitochondria	['Nucleus', 'Nucleoplasm', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Mitochondrion', 'Mitochondrion', 'Mitochondrion', 'Mitochondrial envelope', 'Mitochondrial envelope']
YBX2	nucleolus	['Fibrillar center', 'Nucleus', 'Nucleus', 'Nucleolus', 'Cytoplasm', 'membrane-enclosed lumen', 'Nuclear lumen', 'Organelle', 'Organelle', 'membrane-bounded organelle']
ITGA3	cytoskeleton	['Extracellular region', 'Plasma membrane', 'Integral component of plasma membrane', 'Adherens junction', 'cell-substrate adherens junction', 'Focal adhesion', 'Integrin complex', 'Cell surface', 'Membrane', 'Integral component of membrane']
KRT33A	extracellular	['Extracellular region', 'Extracellular space', 'Extracellular region part']
TFAP2D	nucleus	['Nucleus', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part']
CRY1	nucleus	['Nucleus', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part']
PGLYRP1	endomembrane	['Extracellular region', 'Cytoplasm', 'Endomembrane system', 'Endocytic vesicle', 'Secretory granule', 'Cytoplasmic vesicle', 'membrane-enclosed lumen', 'Vesicle', 'Vesicle lumen', 'Secretory granule lumen']
STARD3NL	lysosome	['Lytic vacuole', 'Cytoplasm', 'Lysosome', 'Lysosomal membrane', 'Endosome', 'Late endosome', 'Vacuole', 'Vacuolar membrane', 'Endosome membrane', 'Endomembrane system']
CAMK1G	golgi	['Golgi membrane', 'Cytoplasm', 'Golgi apparatus', 'Plasma membrane', 'Endomembrane system', 'Membrane', 'Organelle membrane', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle']
CD9	cytoskeleton	['Extracellular region', 'Extracellular space', 'Adherens junction', 'cell-substrate adherens junction', 'Focal adhesion', 'Cell junction', 'cell-substrate junction', 'Vesicle', 'Organelle', 'membrane-bounded organelle']
CD74	lysosome	['Golgi membrane', 'Golgi membrane', 'Lytic vacuole', 'Cytoplasm', 'Cytoplasm', 'Lysosome', 'Lysosomal membrane', 'Vacuole', 'Vacuole', 'Vacuolar membrane']
DYRK4	nucleus	['Nucleus', 'Cytoplasm', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part']
FAM76A	nucleus	['Nucleus', 'Nucleoplasm', 'membrane-enclosed lumen', 'Nuclear lumen', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Organelle lumen', 'Organelle part']
MGST1	lysosome	['Lytic vacuole', 'Cytoplasm', 'Cytoplasm', 'Lysosome', 'Lysosomal membrane', 'Primary lysosome', 'Vacuole', 'Vacuolar membrane', 'Peroxisome', 'Peroxisomal membrane']
CPA1	extracellular	['Extracellular region', 'Extracellular region', 'Extracellular space', 'Extracellular region part']
SYPL1	extracellular	['Extracellular region', 'Vesicle', 'Organelle', 'membrane-bounded organelle', 'Extracellular organelle', 'Extracellular region part', 'Extracellular exosome', 'Extracellular vesicle']
RANBP9	nucleus	['Nucleus', 'Cytoplasm', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part']
CD4	ER	['Cytoplasm', 'Endoplasmic reticulum', 'Endoplasmic reticulum lumen', 'Endomembrane system', 'membrane-enclosed lumen', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Organelle lumen']
PLEKHG6	cytoskeleton	['Spindle pole', 'Cytoplasm', 'Spindle', 'Cytoskeleton', 'Microvillus', 'Cell surface', 'Microtubule cytoskeleton', 'Cell division site', 'Cleavage furrow', 'Cell division site part']
TSPAN9	membrane	['Plasma membrane', 'Integral component of plasma membrane', 'Membrane', 'Integral component of membrane', 'Intrinsic component of membrane', 'Intrinsic component of plasma membrane', 'Membrane part', 'Plasma membrane part', 'Cell periphery']
QPCTL	golgi	['Golgi membrane', 'Cytoplasm', 'Golgi apparatus', 'Endomembrane system', 'Membrane', 'Membrane', 'Integral component of membrane', 'Organelle membrane', 'Intrinsic component of membrane', 'Organelle']
HIVEP2	nucleus	['Nucleus', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part']
PPP5C	nucleus	['Nucleus', 'Nucleus', 'Nucleoplasm', 'Cytoplasm', 'Cytosol', 'membrane-enclosed lumen', 'Nuclear lumen', 'Organelle', 'Organelle', 'Organelle']
NME1	nucleus	['Ruffle', 'Extracellular region', 'Nucleus', 'Cytoplasm', 'Cytoplasm', 'Cytosol', 'Plasma membrane', 'Membrane', 'Membrane', 'Cell leading edge']
MAP4K5	intracellular	['Cytoplasm', 'Intracellular part']
INMT	cytoplasm	['Cytoplasm', 'Cytosol', 'Intracellular part', 'Cytoplasmic part']
ERCC1	nucleus	['nucleotide-excision repair complex', 'Nucleus', 'Nucleus', 'Nucleoplasm', 'Cytoplasm', 'Cytosol', 'membrane-enclosed lumen', 'Nuclear lumen', 'Macromolecular complex', 'Organelle']
GPRC5A	extracellular	['Extracellular region', 'Plasma membrane', 'Membrane', 'Vesicle', 'Organelle', 'membrane-bounded organelle', 'Extracellular organelle', 'Extracellular region part', 'Extracellular exosome', 'Cell periphery']
HEBP1	extracellular	['Extracellular region']
DNASE1L1	ER	['Extracellular region', 'Cytoplasm', 'Cytoplasm', 'Endoplasmic reticulum', 'Endomembrane system', 'Endomembrane system', 'Secretory granule', 'Cytoplasmic vesicle', 'membrane-enclosed lumen', 'Vesicle']
COX15	mitochondria	['Nucleus', 'Cytoplasm', 'Cytoplasm', 'Mitochondrion', 'Mitochondrion', 'Mitochondrial envelope', 'Mitochondrial inner membrane', 'Membrane', 'Organelle inner membrane', 'Organelle membrane']
MS4A12	membrane	['Membrane']
RGPD5	intracellular	['Cytoplasm', 'Intracellular part']
XYLT2	golgi	['Golgi membrane', 'Cytoplasm', 'Golgi apparatus', 'Endomembrane system', 'Membrane', 'Organelle membrane', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle']
SCTR	cytoskeleton	['Cytoplasm', 'Cytoskeleton', 'Microtubule', 'Cytoplasmic microtubule', 'Plasma membrane', 'Microtubule cytoskeleton', 'Membrane', 'Organelle', 'non-membrane-bounded organelle', 'Intracellular organelle']
RALBP1	cytoplasm	['Cytoplasm', 'Cytosol', 'Intracellular part', 'Cytoplasmic part']
PSD	cytoskeleton	['Ruffle', 'Plasma membrane', 'Cell surface', 'Membrane', 'Cell leading edge', 'Cell projection membrane', 'Leading edge membrane', 'Cell division site', 'Cleavage furrow', 'Cell division site part']
SYT13	intracellular	['Cytoplasm', 'Endomembrane system', 'Transport vesicle', 'Cytoplasmic vesicle', 'Vesicle', 'Organelle', 'Organelle', 'membrane-bounded organelle', 'membrane-bounded organelle', 'Intracellular organelle']
SNAI2	nucleus	['Nuclear chromosome', 'Chromatin', 'Nuclear chromatin', 'Nucleus', 'Chromosome', 'membrane-enclosed lumen', 'Nuclear lumen', 'Organelle', 'membrane-bounded organelle', 'non-membrane-bounded organelle']
SLC7A9	membrane	['Plasma membrane', 'Plasma membrane', 'Integral component of plasma membrane', 'Membrane', 'Membrane', 'Integral component of membrane', 'Intrinsic component of membrane', 'Intrinsic component of plasma membrane', 'Membrane part', 'Plasma membrane part']
GABRA1	protein complex	['Cytoplasm', 'Plasma membrane', 'Plasma membrane', 'Integral component of plasma membrane', 'Vesicle membrane', 'Membrane', 'Membrane', 'Membrane', 'Integral component of membrane', 'Integral component of membrane']
RTFDC1	nucleus	['Nucleus', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part']
SLC45A4	membrane	['Membrane', 'Integral component of membrane', 'Intrinsic component of membrane', 'Membrane part']
RB1CC1	ER	['pre-autophagosomal structure', 'Nucleus', 'Nuclear envelope', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Endoplasmic reticulum', 'Endoplasmic reticulum membrane', 'Cytosol']
AKAP11	nucleolus	['Nucleus', 'Nucleolus', 'Cytoplasm', 'Cytosol', 'Plasma membrane', 'Membrane', 'membrane-enclosed lumen', 'Nuclear lumen', 'Organelle', 'membrane-bounded organelle']
PIGQ	ER	['glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex', 'Cytoplasm', 'Endoplasmic reticulum', 'Endoplasmic reticulum membrane', 'Endomembrane system', 'Membrane', 'Membrane', 'Integral component of membrane', 'Integral component of membrane', 'Integral component of endoplasmic reticulum membrane']
CDH17	nucleus	['Nucleus', 'Plasma membrane', 'Membrane', 'Cell junction', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part', 'Cell periphery']
B4GALT7	golgi	['Golgi membrane', 'Cytoplasm', 'Golgi apparatus', 'Endomembrane system', 'Membrane', 'Organelle membrane', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle']
FAM13B	cytoplasm	['Cytoplasm', 'Cytosol', 'Intracellular part', 'Cytoplasmic part']
CHPF2	golgi	['Golgi membrane', 'Cytoplasm', 'Golgi apparatus', 'Endomembrane system', 'Membrane', 'Organelle membrane', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle']
LRRC7	endomembrane	['Extracellular region', 'Cytoplasm', 'Endomembrane system', 'Secretory granule', 'Cytoplasmic vesicle', 'membrane-enclosed lumen', 'Vesicle', 'Vesicle lumen', 'Secretory granule lumen', 'Specific granule lumen']
GABARAPL2	golgi	['Golgi membrane', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Golgi apparatus', 'Golgi apparatus', 'Cytosol', 'Endomembrane system', 'Endomembrane system', 'Membrane']
MYOC	mitochondria	['Extracellular region', 'Extracellular region', 'Extracellular region', 'Extracellular space', 'Cytoplasm', 'Cytoplasm', 'Mitochondrion', 'Mitochondrial envelope', 'Mitochondrial outer membrane', 'Mitochondrial inner membrane']
FAM136A	intracellular	['Cytoplasm', 'Intracellular part']
OTC	mitochondria	['Cytoplasm', 'Cytoplasm', 'Mitochondrion', 'Mitochondrion', 'Mitochondrial matrix', 'membrane-enclosed lumen', 'Organelle', 'Organelle', 'membrane-bounded organelle', 'membrane-bounded organelle']
TTC17	cytoplasm	['Cytoplasm', 'Cytosol', 'Intracellular part', 'Cytoplasmic part']
HOXC8	nucleus	['Nucleus', 'Nucleoplasm', 'Cytoskeleton', 'Microtubule cytoskeleton', 'membrane-enclosed lumen', 'Nuclear lumen', 'Organelle', 'membrane-bounded organelle', 'non-membrane-bounded organelle', 'Intracellular organelle']
MRI1	nucleolus	['Fibrillar center', 'Nucleus', 'Nucleoplasm', 'Nucleolus', 'Cytoplasm', 'Cytosol', 'membrane-enclosed lumen', 'Nuclear lumen', 'Organelle', 'membrane-bounded organelle']
BOD1L1	nucleus	['Nucleus', 'Nucleoplasm', 'membrane-enclosed lumen', 'Nuclear lumen', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Organelle lumen', 'Organelle part']
TARBP1	nucleus	['Nucleus', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part']
BEST2	membrane	['Plasma membrane', 'Membrane', 'Cell periphery']
RTN4R	extracellular	['Extracellular region', 'Cell surface', 'Vesicle', 'Organelle', 'membrane-bounded organelle', 'Extracellular organelle', 'Extracellular region part', 'Extracellular exosome', 'Extracellular vesicle']
PSMA4	nucleus	['Proteasome complex', 'Extracellular region', 'Nucleus', 'Vesicle', 'Macromolecular complex', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Extracellular organelle', 'Intracellular membrane-bounded organelle']
ZPBP	endomembrane	['Acrosomal vesicle', 'Acrosomal membrane', 'Extracellular region', 'Cytoplasm', 'Endomembrane system', 'Vesicle membrane', 'Membrane', 'Secretory granule', 'Cytoplasmic vesicle membrane', 'Secretory granule membrane']
LCP2	protein complex	['Cytoplasm', 'Cytosol', 'Plasma membrane', 'Membrane', 'Macromolecular complex', 'TCR signalosome', 'Protein complex', 'Intracellular part', 'Membrane part', 'Cytoplasmic part']
DCN	lysosome	['Lytic vacuole', 'Extracellular region', 'Extracellular region', 'Extracellular space', 'Cytoplasm', 'Lysosome', 'Vacuole', 'Vacuolar lumen', 'Golgi apparatus', 'Golgi lumen']
TNFRSF17	membrane	['Plasma membrane', 'Membrane', 'Membrane', 'Integral component of membrane', 'Intrinsic component of membrane', 'Membrane part', 'Cell periphery']
MRPS10	mitochondria	['Organellar ribosome', 'Organellar small ribosomal subunit', 'Cytoplasm', 'Mitochondrion', 'Mitochondrial matrix', 'Mitochondrial ribosome', 'Mitochondrial small ribosomal subunit', 'Ribosome', 'Small ribosomal subunit', 'Intracellular ribonucleoprotein complex']
GUCA1A	cytoskeleton	['Photoreceptor outer segment', 'Plasma membrane', 'Cilium', 'Membrane', 'Organelle membrane', 'Cell projection membrane', 'Cell projection', 'Organelle', 'membrane-bounded organelle', 'Organelle part']
GRN	lysosome	['Lytic vacuole', 'Lytic vacuole', 'Extracellular region', 'Cytoplasm', 'Cytoplasm', 'Lysosome', 'Lysosome', 'Primary lysosome', 'Endosome', 'Vacuole']
VAMP3	golgi	['Golgi membrane', 'Cytoplasm', 'Endosome', 'Golgi apparatus', 'trans-Golgi network', 'Plasma membrane', 'Endosome membrane', 'Endomembrane system', 'Vesicle membrane', 'Membrane']
UTS2	extracellular	['Extracellular region', 'Extracellular region', 'Extracellular space', 'Extracellular region part']
RCN1	ER	['Cytoplasm', 'Cytoplasm', 'Endoplasmic reticulum', 'Endoplasmic reticulum', 'Endoplasmic reticulum lumen', 'Endomembrane system', 'Endomembrane system', 'membrane-enclosed lumen', 'Organelle', 'Organelle']
RFC2	nucleus	['Nucleus', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part']
PPP1R3F	membrane	['Membrane']
KIAA2022	nucleus	['Nucleus', 'Zeta DNA polymerase complex', 'Macromolecular complex', 'DNA polymerase complex', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Organelle part', 'Intracellular part']
ARHGEF5	cytoskeleton	['Podosome', 'Cytoskeleton', 'Actin cytoskeleton', 'Cell junction', 'Macromolecular complex', 'Cell projection', 'Organelle', 'non-membrane-bounded organelle', 'Intracellular organelle', 'Intracellular non-membrane-bounded organelle']
NFE2L3	nucleus	['Nucleus', 'Cytoplasm', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part']
TNIP3	intracellular	['Cytoplasm', 'Intracellular part']
HEBP2	lysosome	['Lytic vacuole', 'Extracellular region', 'Cytoplasm', 'Lysosome', 'Primary lysosome', 'Vacuole', 'Vacuolar lumen', 'Endomembrane system', 'Secretory granule', 'Cytoplasmic vesicle']
TLL1	extracellular	['Extracellular region']
NNAT	intracellular	['Cytoplasm', 'Intracellular part']
CBLN4	extracellular	['Extracellular region', 'Extracellular space', 'Extracellular region part']
CLDN11	extracellular	['Extracellular region', 'Plasma membrane', 'Membrane', 'Vesicle', 'Organelle', 'membrane-bounded organelle', 'Extracellular organelle', 'Extracellular region part', 'Extracellular exosome', 'Cell periphery']
RELT	extracellular	['Extracellular region', 'Vesicle', 'Organelle', 'membrane-bounded organelle', 'Extracellular organelle', 'Extracellular region part', 'Extracellular exosome', 'Extracellular vesicle']
PKP2	nucleus	['Cornified envelope', 'Nucleus', 'Nucleoplasm', 'Plasma membrane', 'cell-cell junction', 'Intercalated disc', 'Membrane', 'Membrane', 'Integral component of membrane', 'Cell junction']
FHL1	nucleus	['Nucleus', 'Nucleus', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Cytosol', 'Adherens junction', 'cell-substrate adherens junction', 'Focal adhesion', 'Cell junction']
YIPF1	golgi	['Cytoplasm', 'Golgi apparatus', 'Endomembrane system', 'Membrane', 'Integral component of membrane', 'Intrinsic component of membrane', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle']
ADCK2	membrane	['Membrane', 'Integral component of membrane', 'Intrinsic component of membrane', 'Membrane part']
INPP4A	intracellular	['Cytoplasm', 'Intracellular part']
SLC2A3	extracellular	['Extracellular region', 'Membrane', 'Integral component of membrane', 'Intrinsic component of membrane', 'Vesicle', 'Organelle', 'membrane-bounded organelle', 'Extracellular organelle', 'Extracellular region part', 'Membrane part']
STYK1	membrane	['Plasma membrane', 'Cytoplasmic side of plasma membrane', 'Membrane', 'Membrane', 'Integral component of membrane', 'Extrinsic component of plasma membrane', 'Extrinsic component of membrane', 'Intrinsic component of membrane', 'Extrinsic component of cytoplasmic side of plasma membrane', 'Intracellular part']
GNA11	lysosome	['Lytic vacuole', 'Extracellular region', 'Cytoplasm', 'Lysosome', 'Lysosomal membrane', 'Vacuole', 'Vacuolar membrane', 'Membrane', 'Organelle membrane', 'Vesicle']
CREB3L3	endomembrane	['Golgi membrane', 'Nucleus', 'Nucleus', 'Nucleoplasm', 'Cytoplasm', 'Cytoplasm', 'Endoplasmic reticulum', 'Endoplasmic reticulum', 'Endoplasmic reticulum membrane', 'Golgi apparatus']
PIGV	ER	['Cytoplasm', 'Endoplasmic reticulum', 'Endoplasmic reticulum membrane', 'Endomembrane system', 'Membrane', 'Membrane', 'Integral component of membrane', 'Intrinsic component of membrane', 'Nuclear outer membrane-endoplasmic reticulum membrane network', 'Organelle']
HDAC7	nucleus	['Histone deacetylase complex', 'Nucleus', 'Nucleoplasm', 'membrane-enclosed lumen', 'Nuclear lumen', 'Macromolecular complex', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle']
MRPS35	mitochondria	['Organellar ribosome', 'Organellar small ribosomal subunit', 'Cytoplasm', 'Cytoplasm', 'Mitochondrion', 'Mitochondrion', 'Mitochondrial envelope', 'Mitochondrial inner membrane', 'Mitochondrial matrix', 'Mitochondrial ribosome']
APPBP2	nucleus	['Nucleus', 'Cytoplasm', 'Vesicle membrane', 'Membrane', 'Cytoplasmic vesicle membrane', 'Organelle membrane', 'Cytoplasmic vesicle', 'Vesicle', 'Organelle', 'Organelle']
CA11	extracellular	['Extracellular region']
ISOC2	nucleus	['Nucleus', 'Cytoplasm', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part']
CD22	extracellular	['Extracellular region', 'Plasma membrane', 'Membrane', 'Vesicle', 'Organelle', 'membrane-bounded organelle', 'Extracellular organelle', 'Extracellular region part', 'Extracellular exosome', 'Cell periphery']
GSC2	nucleus	['Nucleus', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part']
ZFY	nucleolus	['Nucleus', 'Nucleoplasm', 'Nucleolus', 'membrane-enclosed lumen', 'Nuclear lumen', 'Organelle', 'membrane-bounded organelle', 'non-membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle']
KCNQ1	lysosome	['Lytic vacuole', 'Cytoplasm', 'Lysosome', 'Endosome', 'Early endosome', 'Late endosome', 'Vacuole', 'Plasma membrane', 'Integral component of plasma membrane', 'voltage-gated potassium channel complex']
TRPM5	membrane	['Plasma membrane', 'Membrane', 'Membrane', 'Integral component of membrane', 'Intrinsic component of membrane', 'Membrane part', 'Cell periphery']
TRIB2	nucleus	['Nucleus', 'Cytoskeleton', 'Organelle', 'Organelle', 'membrane-bounded organelle', 'non-membrane-bounded organelle', 'Intracellular organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular non-membrane-bounded organelle']
OTUD5	cytoplasm	['Cytoplasm', 'Cytosol', 'Intracellular part', 'Cytoplasmic part']
GPKOW	nucleus	['Nucleus', 'Nucleoplasm', 'membrane-enclosed lumen', 'Nuclear lumen', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Organelle lumen', 'Organelle part']
AQR	nucleus	['Nucleus', 'Nucleoplasm', 'membrane-enclosed lumen', 'Nuclear lumen', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Organelle lumen', 'Organelle part']
KLK14	extracellular	['Extracellular region']
ST6GALNAC1	golgi	['Golgi membrane', 'Cytoplasm', 'Golgi apparatus', 'Endomembrane system', 'Membrane', 'Membrane', 'Integral component of membrane', 'Organelle membrane', 'Intrinsic component of membrane', 'Organelle']
